Attack_ID,Company_Name,Industry,Country,Attack_Date,Ransomware_Group,Attack_Vector,Ransom_Amount_USD,Payment_Status,Data_Exfiltration,Downtime_Days,Records_Affected,Estimated_Total_Loss_USD,Severity_Score
RA-104591,House-Allen,Education,Canada,2022-08-03,REvil,Phishing Email,3070815,Not Paid,Yes,49,4236986,4353658,14.66
RA-104592,"Dudley, Hinton and Campbell",Government,Brazil,2023-11-08,Clop,Malicious Attachment,569641,Negotiated,No,56,738450,2375172,9.71
RA-104593,"Garcia, Jenkins and Richards",Manufacturing,Japan,2024-12-29,BlackCat,Drive-by Download,1323008,Negotiated,No,50,4851034,2292577,13.67
RA-104594,Gillespie-Jordan,Healthcare,Japan,2023-12-22,REvil,Zero-Day Exploit,4830582,Negotiated,No,20,167999,6705097,8.0
RA-104595,Carter-Martin,Retail,France,2026-01-12,Hive,Zero-Day Exploit,3403872,Paid,No,16,4865823,3738232,10.67
RA-104596,"Hess, Ramsey and Martin",Energy,India,2025-03-20,REvil,Credential Theft,2051022,Unknown,Yes,31,3332870,3457891,10.03
RA-104597,"Horton, Fischer and Hernandez",Retail,United Kingdom,2023-07-17,Maze,Phishing Email,4460448,Paid,No,3,2698119,4991027,7.61
RA-104598,Aguilar-Lopez,Energy,Canada,2021-09-09,DarkSide,Zero-Day Exploit,3557193,Unknown,No,9,4515090,4766029,9.42
RA-104599,"Harrison, Herring and Frey",Hospitality,South Africa,2023-05-21,Akira,Phishing Email,3362773,Not Paid,No,49,481369,4824153,11.19
RA-104600,"Davidson, Small and Lee",Manufacturing,Japan,2021-12-02,Akira,RDP Exploit,3197267,Paid,No,54,2123410,3471884,13.42
RA-104601,Reed PLC,Manufacturing,India,2023-06-11,DarkSide,Malicious Attachment,4865114,Paid,Yes,32,130085,5988591,9.8
RA-104602,"Brock, Douglas and Gray",Government,Japan,2024-07-10,Ryuk,Zero-Day Exploit,3148781,Paid,No,55,3658130,4697375,15.06
RA-104603,"Davis, Harper and Pacheco",Energy,South Africa,2025-10-19,REvil,Phishing Email,2332609,Negotiated,No,51,3735822,3343932,13.72
RA-104604,"Walsh, Bonilla and Young",Manufacturing,United States,2025-09-29,BlackCat,Malicious Attachment,3931458,Negotiated,No,60,464871,4224089,13.4
RA-104605,Watson-Burton,Energy,Australia,2022-06-09,Clop,Malicious Attachment,2372049,Unknown,Yes,3,4515077,3054624,7.34
RA-104606,Vargas-Martin,Transportation,Canada,2023-10-02,Maze,Malicious Attachment,2172084,Negotiated,No,59,2240835,4140389,13.26
RA-104607,Ward-Harrison,Manufacturing,Canada,2023-03-11,Clop,Phishing Email,3444333,Negotiated,Yes,14,2030359,5190933,7.57
RA-104608,"Gibbs, Armstrong and Poole",Energy,United Kingdom,2024-03-03,DarkSide,Drive-by Download,2869384,Unknown,Yes,14,82848,4317664,5.05
RA-104609,Cuevas Inc,Manufacturing,France,2023-12-18,Hive,Zero-Day Exploit,1203818,Paid,No,31,3263884,2412937,9.12
RA-104610,Bryan-Miller,Technology,United States,2025-09-20,Conti,Zero-Day Exploit,1326969,Unknown,Yes,48,3576826,3050146,12.1
RA-104611,Young Group,Retail,Canada,2025-06-02,Hive,RDP Exploit,1577029,Negotiated,Yes,50,3898150,2499665,12.98
RA-104612,Hodges LLC,Hospitality,India,2024-11-18,BlackCat,Zero-Day Exploit,3027908,Negotiated,Yes,3,475171,4048622,3.95
RA-104613,Jackson Inc,Transportation,Canada,2023-09-07,Clop,Malicious Attachment,4163488,Unknown,Yes,56,3917868,5601151,16.48
RA-104614,"Yang, Acosta and Walker",Finance,India,2023-05-11,Conti,Drive-by Download,2420303,Unknown,No,37,542252,3660112,8.51
RA-104615,"Cohen, Simmons and Henderson",Hospitality,United Kingdom,2021-02-14,Maze,Phishing Email,3953821,Paid,No,52,1456361,4683369,13.21
RA-104616,Reed PLC,Energy,France,2024-05-26,LockBit,Zero-Day Exploit,625402,Not Paid,Yes,23,3582805,1921059,7.66
RA-104617,Sanders LLC,Transportation,South Africa,2021-04-20,Conti,RDP Exploit,4016842,Negotiated,Yes,43,386655,4071164,10.85
RA-104618,"Patel, Cook and Gonzalez",Government,United Kingdom,2021-10-17,Ryuk,Credential Theft,1754027,Not Paid,No,50,4029359,2392442,13.28
RA-104619,Nolan-Pacheco,Finance,India,2024-06-30,Akira,Drive-by Download,2365610,Negotiated,Yes,7,4632295,2383538,8.05
RA-104620,"Giles, Mckinney and Fleming",Retail,United States,2021-08-30,Conti,Phishing Email,1469183,Paid,Yes,37,2521105,2361098,9.54
RA-104621,Woodard LLC,Technology,Australia,2024-02-08,Akira,Malicious Attachment,3881774,Paid,Yes,39,792252,4443676,10.52
RA-104622,"Moore, Spencer and Walker",Government,Japan,2024-08-31,LockBit,Malicious Attachment,1222062,Unknown,No,2,1581904,2965147,3.1
RA-104623,Johnson and Sons,Education,Germany,2024-10-24,Akira,Malicious Attachment,3634862,Not Paid,Yes,42,4862677,4177135,14.8
RA-104624,"Bryan, Freeman and Rodriguez",Education,France,2025-01-16,Hive,Malicious Attachment,4045550,Unknown,Yes,23,2407564,5914916,9.9
RA-104625,"Ramirez, Johnson and Jackson",Transportation,Australia,2023-08-29,LockBit,Drive-by Download,4026002,Not Paid,Yes,16,2571133,5352611,9.0
RA-104626,Marks LLC,Education,South Africa,2025-07-30,DarkSide,Credential Theft,1509166,Not Paid,Yes,56,3762834,2515099,13.67
RA-104627,James-Rodgers,Manufacturing,Australia,2023-04-02,Conti,RDP Exploit,1333617,Unknown,No,23,390866,3333373,5.17
RA-104628,Morgan and Sons,Transportation,Germany,2024-06-18,DarkSide,RDP Exploit,1227135,Unknown,No,18,2560576,2653915,6.49
RA-104629,"Mahoney, Harris and Smith",Transportation,France,2025-04-11,Akira,Malicious Attachment,4093743,Paid,Yes,38,2018335,5642636,11.81
RA-104630,Brown-Kaiser,Transportation,Brazil,2025-10-18,DarkSide,Malicious Attachment,4422169,Unknown,No,28,3711583,4779754,12.33
RA-104631,Howard-Craig,Energy,India,2026-02-26,Clop,Credential Theft,705155,Unknown,No,4,2471082,752928,3.78
RA-104632,Galvan LLC,Manufacturing,Brazil,2022-10-05,Conti,Phishing Email,1537103,Paid,Yes,54,2363158,1757514,12.0
RA-104633,Evans Ltd,Healthcare,Brazil,2021-02-07,BlackCat,Credential Theft,2401298,Paid,Yes,2,2213623,2573812,4.91
RA-104634,Lawrence and Sons,Healthcare,United Kingdom,2024-05-03,Ryuk,Malicious Attachment,2352386,Unknown,Yes,16,2084617,3319507,6.84
RA-104635,Smith-Leonard,Healthcare,South Africa,2022-08-20,Akira,RDP Exploit,3324017,Negotiated,Yes,15,2999904,4000597,8.57
RA-104636,"Dougherty, Parker and Gonzalez",Finance,Australia,2026-01-23,Hive,Malicious Attachment,534322,Negotiated,No,43,666659,607971,7.65
RA-104637,"Turner, Wiggins and Miller",Government,Brazil,2023-06-27,LockBit,Drive-by Download,1894517,Paid,Yes,57,768736,3608688,11.21
RA-104638,Graham Inc,Finance,Brazil,2024-09-22,Maze,Zero-Day Exploit,3873602,Paid,No,18,4758347,4283231,11.33
RA-104639,Wells-Adams,Energy,Germany,2022-04-23,DarkSide,RDP Exploit,62141,Not Paid,No,12,869611,1551982,2.73
RA-104640,Collins-Kirby,Retail,Japan,2025-07-20,Clop,Zero-Day Exploit,376523,Not Paid,Yes,6,47850,591428,1.32
RA-104641,Newton-Young,Education,Canada,2025-08-21,LockBit,Phishing Email,4632186,Unknown,Yes,40,1326030,6570180,11.96
RA-104642,"Sharp, Dean and Leach",Hospitality,India,2022-03-04,Ryuk,Phishing Email,4402460,Not Paid,No,25,2807258,4978531,10.96
RA-104643,"Jarvis, Mckay and Stevens",Transportation,United States,2025-10-18,REvil,Zero-Day Exploit,718102,Paid,Yes,18,2093487,1444051,5.51
RA-104644,Peterson Ltd,Healthcare,Canada,2025-08-27,Maze,Phishing Email,4678398,Paid,No,46,259630,6337128,11.84
RA-104645,Davidson-Collins,Finance,Japan,2025-03-09,Maze,Credential Theft,2038594,Unknown,Yes,60,587746,3532814,11.63
RA-104646,"Perez, Kramer and Maxwell",Government,Canada,2025-08-28,DarkSide,Zero-Day Exploit,1272537,Unknown,No,31,3407842,2541720,9.33
RA-104647,Santiago-Jacobson,Manufacturing,India,2021-04-12,Clop,Malicious Attachment,2750881,Unknown,No,17,4214746,4528108,9.52
RA-104648,"Ashley, Marks and Henry",Technology,Canada,2021-01-17,LockBit,Zero-Day Exploit,2298150,Negotiated,No,11,1505539,2957460,5.45
RA-104649,Potts PLC,Retail,South Africa,2025-03-31,Hive,RDP Exploit,924636,Unknown,No,50,4127517,1642444,12.55
RA-104650,"Gonzalez, Morgan and Smith",Finance,India,2021-08-12,LockBit,Malicious Attachment,976475,Paid,Yes,20,4712458,2156843,8.69
RA-104651,Bird and Sons,Energy,United States,2024-03-08,Hive,RDP Exploit,4192728,Unknown,No,43,2771015,4945373,13.41
RA-104652,Massey-Williams,Healthcare,Canada,2025-02-20,REvil,Drive-by Download,4605329,Negotiated,Yes,25,2735617,6476730,11.09
RA-104653,"Hall, Freeman and Crawford",Education,Japan,2026-01-22,REvil,RDP Exploit,2513181,Unknown,No,58,2340463,4088913,13.55
RA-104654,Herring-Davidson,Manufacturing,United States,2025-06-08,BlackCat,Malicious Attachment,162557,Paid,Yes,34,4520035,299613,9.78
RA-104655,"Hayes, Christian and Edwards",Education,India,2023-06-17,Hive,Malicious Attachment,4298271,Unknown,Yes,43,3481799,5924982,14.23
RA-104656,Robinson LLC,Hospitality,France,2022-08-24,BlackCat,Malicious Attachment,1204399,Not Paid,Yes,17,526639,2076287,4.28
RA-104657,"Brown, Moreno and Harrison",Energy,United States,2023-07-01,LockBit,Zero-Day Exploit,3210721,Paid,No,43,4521335,3385549,14.18
RA-104658,Schultz Ltd,Education,Germany,2022-03-27,Akira,Drive-by Download,3578008,Unknown,No,24,4838493,4578718,12.02
RA-104659,Price-Mitchell,Retail,South Africa,2023-04-22,DarkSide,Phishing Email,883895,Negotiated,Yes,44,397481,1550070,7.88
RA-104660,"Dawson, Oliver and Johnson",Energy,Australia,2021-03-01,BlackCat,Drive-by Download,4151606,Paid,Yes,28,116722,4330065,8.47
RA-104661,Franklin LLC,Retail,United Kingdom,2026-01-16,Hive,Malicious Attachment,3769619,Negotiated,No,59,3970026,4940596,16.59
RA-104662,Rowland Inc,Technology,Brazil,2023-07-25,DarkSide,Phishing Email,3669151,Unknown,No,7,4441650,4990147,9.16
RA-104663,Harvey-Williams,Education,United Kingdom,2023-09-27,Hive,RDP Exploit,1105811,Negotiated,Yes,45,774701,2382726,8.63
RA-104664,Simon-Simmons,Education,South Africa,2022-06-15,Maze,RDP Exploit,1727195,Unknown,Yes,1,4965065,3405585,6.84
RA-104665,"Johnson, Lewis and Gonzales",Government,Germany,2025-03-07,Ryuk,Zero-Day Exploit,3054625,Negotiated,Yes,40,4070896,4186048,13.13
RA-104666,"Mccarthy, Navarro and Hogan",Education,United States,2026-01-08,Maze,Credential Theft,4399602,Negotiated,No,44,4833891,4624052,15.83
RA-104667,Carroll-Sims,Transportation,France,2024-11-10,LockBit,Phishing Email,3908422,Not Paid,Yes,41,3280718,5157623,13.34
RA-104668,Bender-Cox,Transportation,Germany,2022-12-02,Ryuk,Phishing Email,3402425,Paid,Yes,52,1082670,3539990,12.29
RA-104669,Campbell Inc,Finance,India,2021-11-01,Clop,Drive-by Download,3005405,Paid,No,32,322934,4676615,8.13
RA-104670,Perez Inc,Manufacturing,Australia,2025-01-11,Akira,Malicious Attachment,2026300,Paid,No,30,522447,2511273,7.05
RA-104671,Jackson-Gonzalez,Finance,India,2021-09-10,Ryuk,RDP Exploit,3288511,Unknown,No,29,3177577,4878247,10.82
RA-104672,"Mullins, Curtis and Kim",Healthcare,United Kingdom,2024-01-15,Maze,RDP Exploit,3331649,Unknown,No,60,1617946,4150647,13.95
RA-104673,Stout-Adams,Education,United Kingdom,2022-01-21,Maze,Malicious Attachment,1215420,Negotiated,Yes,52,508560,2523199,9.52
RA-104674,"Navarro, Stone and Gentry",Hospitality,Canada,2025-07-07,LockBit,Credential Theft,4615209,Unknown,No,59,164684,5437247,13.63
RA-104675,"Reid, Cervantes and Allen",Finance,France,2025-08-06,Conti,Drive-by Download,1718828,Negotiated,Yes,53,4688037,2773246,14.36
RA-104676,Moore-Chase,Technology,Australia,2025-03-26,Hive,Malicious Attachment,474149,Negotiated,Yes,4,37562,1400641,1.11
RA-104677,Miller-Dean,Healthcare,Canada,2025-10-11,Ryuk,Phishing Email,4732528,Not Paid,No,15,229280,6328955,7.21
RA-104678,"Barton, Myers and Carpenter",Energy,United States,2025-09-10,Ryuk,Malicious Attachment,3478628,Not Paid,No,1,4476949,4766255,8.11
RA-104679,Patton LLC,Hospitality,United States,2023-02-03,Maze,Drive-by Download,49583,Not Paid,Yes,19,2371166,1039956,5.27
RA-104680,Barton-Adams,Transportation,Japan,2022-06-23,LockBit,RDP Exploit,3946722,Unknown,No,1,1061160,4981334,5.16
RA-104681,"Baker, Washington and Weaver",Healthcare,Australia,2022-06-23,LockBit,Phishing Email,3094762,Negotiated,No,8,1577768,3113953,5.87
RA-104682,"Bridges, Campbell and Black",Transportation,France,2022-11-04,LockBit,Credential Theft,2511367,Negotiated,Yes,31,1759618,4414892,8.92
RA-104683,"Gonzalez, Carroll and Kline",Transportation,United Kingdom,2023-09-20,Hive,Malicious Attachment,2584135,Paid,No,2,3211334,2929497,6.1
RA-104684,"Brown, Douglas and Lewis",Healthcare,Australia,2021-12-02,Clop,Credential Theft,2894660,Negotiated,Yes,21,1876595,3290083,7.92
RA-104685,Castillo-Gutierrez,Government,Australia,2022-10-17,Clop,Malicious Attachment,3107057,Unknown,Yes,58,470583,3362562,12.28
RA-104686,Adams PLC,Manufacturing,United States,2021-07-08,Maze,Phishing Email,3676811,Not Paid,Yes,36,4279504,4680826,13.36
RA-104687,Becker Group,Transportation,United States,2025-12-02,Maze,Drive-by Download,4455981,Paid,No,41,2241814,4650096,12.85
RA-104688,Porter-Stephens,Retail,United States,2021-07-28,REvil,Drive-by Download,1071825,Negotiated,Yes,2,27290,2114910,1.4
RA-104689,Miller-Rodriguez,Education,Brazil,2022-11-10,Ryuk,Drive-by Download,3593819,Not Paid,No,38,1785539,4057368,11.08
RA-104690,Miranda-Grant,Energy,Germany,2024-02-25,Hive,Zero-Day Exploit,4801144,Not Paid,Yes,58,4898339,5367368,18.4
RA-104691,Thomas Inc,Government,Japan,2024-03-07,LockBit,Zero-Day Exploit,1270452,Paid,No,44,3100802,1654096,10.97
RA-104692,"Griffith, Fitzgerald and Mitchell",Finance,United Kingdom,2023-04-26,REvil,Phishing Email,1671773,Not Paid,No,27,380664,2602292,6.1
RA-104693,Clark Inc,Manufacturing,France,2022-02-25,BlackCat,Credential Theft,2497064,Not Paid,No,40,726121,2794171,9.22
RA-104694,Compton Group,Retail,Germany,2023-03-09,Ryuk,Malicious Attachment,4858669,Not Paid,Yes,19,1591361,5771868,9.3
RA-104695,Johnson-Roth,Hospitality,Canada,2024-09-09,Maze,Zero-Day Exploit,2573872,Paid,No,58,2643495,4037164,13.92
RA-104696,Evans-Clark,Retail,India,2021-03-06,Conti,Drive-by Download,4560429,Paid,No,38,2681221,4798731,12.94
RA-104697,Phillips-Kim,Technology,Germany,2024-06-18,Conti,Drive-by Download,4623695,Paid,Yes,38,4017598,6473752,14.34
RA-104698,Smith Group,Government,Germany,2022-02-11,Conti,Drive-by Download,70723,Not Paid,Yes,18,1305824,1780359,4.08
RA-104699,Hernandez Ltd,Education,Australia,2024-09-16,LockBit,Credential Theft,4786484,Not Paid,No,25,34219,6408179,8.57
RA-104700,"Harris, Lee and Thomas",Retail,Germany,2021-02-03,Hive,Zero-Day Exploit,2173502,Unknown,No,1,203530,3815531,2.53
RA-104701,Costa-Jensen,Energy,United Kingdom,2023-11-21,Ryuk,Phishing Email,2548530,Not Paid,No,30,336521,4260957,7.39
RA-104702,Hall PLC,Technology,India,2022-10-07,Conti,Zero-Day Exploit,4003278,Paid,No,47,4246744,5284099,15.3
RA-104703,Mcdonald-Daniels,Transportation,France,2022-02-25,Clop,RDP Exploit,4077931,Not Paid,Yes,13,4445355,4209322,10.47
RA-104704,Williams-Franklin,Hospitality,France,2024-03-01,Clop,Malicious Attachment,3867065,Unknown,No,2,783324,5153613,4.95
RA-104705,Thomas-Hernandez,Technology,United Kingdom,2021-04-14,BlackCat,Phishing Email,3920068,Unknown,Yes,24,832884,5028216,8.35
RA-104706,Roberts LLC,Finance,India,2023-04-07,Hive,Credential Theft,3867066,Unknown,Yes,34,1458601,4937147,10.43
RA-104707,Martinez LLC,Transportation,France,2021-01-29,BlackCat,RDP Exploit,3179262,Unknown,Yes,50,3346713,4979221,14.03
RA-104708,Cole Inc,Retail,India,2022-10-01,Maze,Credential Theft,1375954,Paid,No,24,1441751,2527430,6.42
RA-104709,"Gutierrez, Valdez and Frazier",Education,United Kingdom,2024-01-24,REvil,Phishing Email,634804,Unknown,No,44,3771507,1896348,11.01
RA-104710,Vazquez-Winters,Healthcare,France,2021-01-18,Conti,Malicious Attachment,1824856,Paid,No,8,346445,3004248,3.37
RA-104711,Jensen-Meyer,Transportation,Japan,2025-12-18,LockBit,Malicious Attachment,2173274,Not Paid,Yes,17,4451997,3139688,9.18
RA-104712,"Jones, Conley and Martinez",Technology,Brazil,2022-06-07,Clop,Zero-Day Exploit,3498664,Paid,Yes,58,2670356,4639419,14.87
RA-104713,"Aguirre, Patterson and Mccoy",Healthcare,India,2021-07-24,Ryuk,Drive-by Download,1821564,Unknown,No,5,4230930,3273865,6.8
RA-104714,"Thompson, Palmer and Jackson",Retail,Germany,2021-04-25,LockBit,Credential Theft,2690834,Unknown,Yes,60,4848391,3700200,16.54
RA-104715,"Chandler, Landry and Olson",Manufacturing,Germany,2025-09-21,DarkSide,Phishing Email,1780426,Not Paid,No,29,4396049,2153187,10.53
RA-104716,Jackson-Smith,Retail,South Africa,2025-02-14,Maze,Malicious Attachment,4416439,Unknown,Yes,34,4164973,4474934,13.68
RA-104717,Harris-Hatfield,Education,South Africa,2022-04-27,DarkSide,Drive-by Download,3692706,Negotiated,No,13,652957,4297679,6.3
RA-104718,Peterson and Sons,Retail,Canada,2021-10-09,Conti,RDP Exploit,2270767,Paid,No,31,4984614,3543858,11.91
RA-104719,Brown-Tucker,Healthcare,Australia,2024-01-21,Akira,Zero-Day Exploit,1339207,Unknown,No,29,1896192,2864214,7.59
RA-104720,"Johnson, Vang and Murray",Healthcare,Brazil,2021-10-04,Hive,Malicious Attachment,273654,Unknown,No,34,2591406,2013622,7.97
RA-104721,Rivera PLC,Energy,Brazil,2026-01-11,REvil,Zero-Day Exploit,118688,Unknown,Yes,49,964202,825053,8.43
RA-104722,Fleming PLC,Technology,Australia,2021-08-28,Clop,Malicious Attachment,4080009,Negotiated,No,33,2656029,5856858,11.69
RA-104723,"Burch, Grimes and Moore",Technology,India,2021-11-03,DarkSide,RDP Exploit,2211722,Not Paid,Yes,22,4716314,3874798,10.23
RA-104724,Barr-Conrad,Hospitality,Canada,2023-08-07,LockBit,Zero-Day Exploit,1364098,Paid,Yes,9,3523512,2364329,6.24
RA-104725,Marsh-Olson,Education,Brazil,2022-10-06,Conti,Credential Theft,2184228,Unknown,Yes,7,1909889,3277960,5.14
RA-104726,White LLC,Transportation,Japan,2022-04-30,Hive,Zero-Day Exploit,1137114,Not Paid,Yes,52,1702053,2896801,10.64
RA-104727,"Jones, Smith and Mitchell",Technology,United Kingdom,2023-01-04,Akira,Zero-Day Exploit,2126347,Unknown,Yes,28,4202734,3687485,10.53
RA-104728,Richardson Group,Energy,Canada,2021-05-04,Hive,Phishing Email,1906323,Negotiated,Yes,24,3367657,2698404,8.87
RA-104729,"Gonzales, Norris and Levine",Hospitality,United Kingdom,2023-10-02,Ryuk,RDP Exploit,669395,Unknown,Yes,46,2562035,2425133,10.13
RA-104730,"Myers, Callahan and Anthony",Healthcare,South Africa,2024-07-07,Clop,Zero-Day Exploit,3072147,Unknown,No,1,3345382,3148112,6.57
RA-104731,Hill LLC,Technology,South Africa,2025-10-18,REvil,Credential Theft,3279585,Paid,Yes,41,305240,4517407,9.73
RA-104732,"Lam, Wagner and Fisher",Technology,Australia,2021-01-14,Akira,Malicious Attachment,398901,Negotiated,No,39,892477,1310025,7.14
RA-104733,"Williamson, Heath and Hernandez",Energy,France,2022-09-29,REvil,Zero-Day Exploit,2090560,Not Paid,No,3,458778,2302067,3.0
RA-104734,"Russell, Mullen and Davis",Healthcare,Australia,2025-01-29,Clop,Drive-by Download,2505776,Not Paid,No,56,1310995,4202713,12.22
RA-104735,Harper-Brown,Energy,Germany,2024-09-24,LockBit,Zero-Day Exploit,4618089,Not Paid,Yes,37,4248483,6586693,14.42
RA-104736,Rogers-Armstrong,Technology,Japan,2021-08-12,BlackCat,Phishing Email,3458306,Unknown,Yes,26,3133382,5189981,10.49
RA-104737,Morrison Inc,Finance,South Africa,2024-07-08,DarkSide,Phishing Email,4469536,Not Paid,No,44,3389234,6054512,14.46
RA-104738,"Martinez, Bryant and Young",Technology,Canada,2021-01-02,Clop,RDP Exploit,1236642,Unknown,No,23,281328,1293716,4.97
RA-104739,"Matthews, Barnett and Goodman",Hospitality,Canada,2026-02-03,Ryuk,Malicious Attachment,2162844,Not Paid,No,16,2601503,3917776,7.16
RA-104740,"Howard, Thompson and Morgan",Retail,Brazil,2024-10-11,DarkSide,Drive-by Download,2992452,Negotiated,Yes,4,2683454,3406077,6.28
RA-104741,"Hunt, Hurley and Valencia",Manufacturing,Japan,2021-06-17,Maze,RDP Exploit,3454815,Unknown,No,1,1316795,4530893,4.92
RA-104742,Rogers-Knapp,Education,United States,2023-01-06,REvil,Drive-by Download,4710505,Paid,No,32,2654486,5902837,12.16
RA-104743,Martinez Inc,Education,Germany,2025-12-11,LockBit,Phishing Email,2715758,Unknown,No,11,4441175,4272942,8.81
RA-104744,"Mahoney, Haynes and Clements",Education,Japan,2025-02-01,DarkSide,Zero-Day Exploit,1942700,Negotiated,No,2,2064517,3267988,4.31
RA-104745,Trujillo-Young,Education,Japan,2024-08-10,REvil,Malicious Attachment,2414764,Unknown,No,15,1911874,4051537,6.58
RA-104746,"Long, Jones and Mccormick",Healthcare,Canada,2026-02-25,DarkSide,Zero-Day Exploit,4189961,Not Paid,No,45,2368785,6041585,13.31
RA-104747,Alexander-Mooney,Hospitality,Brazil,2024-07-27,Clop,Drive-by Download,3304612,Not Paid,No,47,2298139,5230383,12.65
RA-104748,Evans-Allen,Energy,South Africa,2021-07-30,LockBit,Phishing Email,4727118,Unknown,No,51,85433,5597101,12.46
RA-104749,Lutz-Perkins,Hospitality,Japan,2022-08-21,Conti,Phishing Email,1462448,Unknown,No,40,4260355,1818569,11.72
RA-104750,Lewis Ltd,Technology,Australia,2021-09-26,Hive,Malicious Attachment,1020875,Unknown,Yes,9,4217581,1296473,6.59
RA-104751,"Brennan, Sims and Robertson",Finance,United States,2026-02-27,Maze,Drive-by Download,1514399,Negotiated,No,19,4326256,2766205,8.69
RA-104752,Kennedy Ltd,Transportation,Canada,2024-02-29,Conti,Malicious Attachment,4811473,Negotiated,No,37,743278,5579930,11.1
RA-104753,Ward-Thomas,Government,Canada,2022-12-19,Conti,Malicious Attachment,986269,Negotiated,Yes,42,1236471,2612298,8.52
RA-104754,Freeman PLC,Healthcare,India,2025-01-07,Conti,Phishing Email,3925819,Not Paid,No,45,225135,5013990,10.9
RA-104755,Phillips-Dunlap,Energy,France,2024-06-03,REvil,Malicious Attachment,2458327,Paid,No,16,2706920,4424879,7.57
RA-104756,Padilla-Armstrong,Finance,South Africa,2022-03-05,BlackCat,RDP Exploit,1041094,Unknown,No,10,4387737,1394058,6.93
RA-104757,"Anderson, Grant and Mitchell",Manufacturing,Canada,2024-07-29,REvil,Zero-Day Exploit,1281650,Not Paid,No,7,4285551,1456755,6.62
RA-104758,Harrington Ltd,Manufacturing,United States,2024-07-25,DarkSide,Phishing Email,3827937,Negotiated,Yes,4,4090326,3960074,8.52
RA-104759,Rodriguez and Sons,Government,United Kingdom,2024-07-31,DarkSide,Zero-Day Exploit,3378735,Not Paid,No,60,1091839,4195781,13.47
RA-104760,Watson-Morton,Energy,United Kingdom,2025-01-01,LockBit,Zero-Day Exploit,1700821,Paid,No,9,3585496,2412759,6.64
RA-104761,Roberts-Ruiz,Hospitality,Germany,2025-02-21,DarkSide,Credential Theft,4124550,Unknown,No,3,4037230,5211278,8.61
RA-104762,Ruiz-Valenzuela,Hospitality,Japan,2024-09-20,Ryuk,RDP Exploit,2763271,Unknown,Yes,11,1600741,4074169,6.01
RA-104763,Benson Group,Retail,South Africa,2025-07-19,Akira,Credential Theft,4360187,Not Paid,No,20,3036345,4951330,10.4
RA-104764,Luna Inc,Technology,United Kingdom,2023-07-16,Akira,Phishing Email,4775600,Paid,No,10,4423479,5132843,10.7
RA-104765,"Rodriguez, Mitchell and Berry",Hospitality,Australia,2025-07-04,Clop,Zero-Day Exploit,2956971,Negotiated,No,7,2648211,4232135,6.66
RA-104766,Stephens-Maxwell,Manufacturing,Australia,2025-10-12,Conti,RDP Exploit,4563331,Not Paid,Yes,54,4145171,4780652,16.81
RA-104767,"Gross, Huynh and Bush",Government,Canada,2024-08-19,DarkSide,Malicious Attachment,3746073,Unknown,Yes,37,1910355,3905459,11.21
RA-104768,Thomas-Sanders,Energy,India,2024-06-16,Maze,Drive-by Download,3553559,Paid,Yes,48,795071,5365789,11.55
RA-104769,Hale-Blevins,Healthcare,United Kingdom,2021-08-19,DarkSide,Credential Theft,176078,Unknown,No,52,171235,1834220,8.15
RA-104770,"Hernandez, Arnold and Bennett",Energy,United States,2024-09-19,LockBit,Malicious Attachment,4728215,Paid,Yes,23,4377308,6143988,12.56
RA-104771,Robinson LLC,Technology,Germany,2022-10-29,BlackCat,Credential Theft,1911770,Paid,No,33,448111,3755912,7.31
RA-104772,Monroe Ltd,Technology,Japan,2026-01-18,Conti,RDP Exploit,1814974,Unknown,Yes,57,4160360,3575435,14.53
RA-104773,"Kent, Black and Myers",Education,United Kingdom,2024-12-22,Ryuk,Credential Theft,4182018,Unknown,No,19,3228036,5816698,10.26
RA-104774,Chase-Mejia,Retail,Germany,2022-02-03,Hive,Zero-Day Exploit,750311,Not Paid,Yes,5,2918608,1103234,4.42
RA-104775,"Morales, Jackson and Pitts",Finance,Canada,2023-06-30,REvil,Malicious Attachment,2732737,Negotiated,Yes,29,1617551,4279745,8.7
RA-104776,"Todd, Williams and Hernandez",Hospitality,India,2024-04-30,Clop,Drive-by Download,4740246,Negotiated,Yes,25,2266416,5412052,10.76
RA-104777,Crawford-Smith,Education,Brazil,2024-02-07,DarkSide,Drive-by Download,2336644,Paid,No,1,4821027,4334439,7.31
RA-104778,Houston Group,Manufacturing,United States,2023-07-12,DarkSide,Phishing Email,1921951,Negotiated,Yes,43,3473225,3039126,11.85
RA-104779,Ellis-Bishop,Finance,United States,2026-01-09,Conti,Phishing Email,4548582,Unknown,No,10,2932545,4744543,8.98
RA-104780,Barrett LLC,Finance,Canada,2021-09-25,REvil,Drive-by Download,163891,Negotiated,No,31,2979131,1388251,7.79
RA-104781,Kane-Conley,Technology,Brazil,2023-05-30,Ryuk,Phishing Email,652366,Paid,No,40,3424179,2352712,10.08
RA-104782,Oliver-Williams,Finance,United States,2021-04-22,Clop,Zero-Day Exploit,2272585,Negotiated,No,16,2282730,2285667,6.96
RA-104783,Little-Allen,Manufacturing,India,2023-07-18,Ryuk,Malicious Attachment,3180005,Unknown,Yes,45,2551058,4157710,12.48
RA-104784,Mcdonald-Vasquez,Retail,South Africa,2025-01-25,LockBit,Malicious Attachment,1173262,Paid,No,38,3998171,2189253,10.87
